"Status [Canceled, In Design, On Hold, Paid, Paid(Override), Partially Paid, To be Paid, Void]",*Payment Header Number (Text - 30),Status Date (Date),Planned Date (Date),Planned Amount (Decimal),Planned Currency,Actual Amount (Decimal),Actual Currency,Actual Date (Date),Offset Number (Text - 30),Offset Amount (Decimal),Offset Date (Date),Allocation Share - Start with and separate by ^ (e.g. '^35^15^50') (Text),Vendor Number - Start with and separate by ^ (e.g. '^VND1^VND0492^VND9348') (Text),Vendor Location Number - Start with and separate by ^ (e.g. '^VND1^VND0492^VND9348') (Text),Allocation Description - Start with and separate by ^ (e.g. '^Ck A/C 6557607504^Monticello RSA-4^Summerville') (Text),"Allocation Type - Start with and separate by ^ (e.g. '^Payee Account^Payee Account^Payee Account') [Budget Account, Business Area, Cost Center, GL Account, Journal Account, Payee Account, Profit Center]","By Percent or Amount? [PCT, AMT]",Reference No (Text - 30),Remarks (Text - 4000),Check Number (Text - 30),Check Amount (Decimal),Check Date (Date),Partials Actual Amount,Partials Actual Date,Partials Check No,Partials Check Amount,Partials Check Date,Partials Check Reference No,Partials Remarks
Paid(Override),63537,,2/1/2010,920,USD,920,USD,1/19/2010,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2010/01/20,1679098,920,1/21/2010,,,,,,,,
Paid(Override),63537,,2/1/2011,920,USD,920,USD,1/20/2011,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 1966309 2011/01/24 920.00 920.00 P 2011/01/21,1966309,920,1/24/2011,,,,,,,,
Paid(Override),63537,,2/1/2012,920,USD,920,USD,1/20/2012,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/01/23,2250469,920,1/24/2012,,,,,,,,
Paid(Override),63537,,2/1/2013,920,USD,920,USD,1/22/2013,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2013/01/23 PP 2524465 2013/01/24 920.00 920.00 P 2013/01/23,2524465,920,1/24/2013,,,,,,,,
Paid(Override),63537,,2/1/2014,920,USD,920,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),63537,,2/1/2015,1058,USD,1058,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),63537,,2/1/2016,1058,USD,1058,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),63537,,3/1/2005,800,USD,800,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),63537,,3/1/2006,800,USD,800,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),63537,,3/1/2007,800,USD,800,USD,2/15/2007,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,741553,800,2/20/2007,,,,,,,,
Paid(Override),63537,,3/1/2008,800,USD,800,USD,2/19/2008,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1080697,800,2/20/2008,,,,,,,,
Paid(Override),63537,,3/1/2009,800,USD,800,USD,2/18/2009,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2009/02/19,1407511,800,2/20/2009,,,,,,,,
Paid(Override),63537,,3/1/2010,920,USD,920,USD,2/17/2010,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2010/02/18,1702126,920,2/19/2010,,,,,,,,
Paid(Override),63537,,3/1/2011,920,USD,920,USD,2/17/2011,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 1989269 2011/02/22 920.00 920.00 P 2011/02/18,1989269,920,2/22/2011,,,,,,,,
Paid(Override),63537,,3/1/2012,920,USD,920,USD,2/15/2012,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/02/16,2272158,920,2/17/2012,,,,,,,,
Paid(Override),63537,,3/1/2013,920,USD,920,USD,2/19/2013,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2013/02/20,2546177,920,2/21/2013,,,,,,,,
Paid(Override),63537,,3/1/2014,920,USD,920,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),63537,,3/1/2015,1058,USD,1058,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),63537,,3/1/2016,1058,USD,1058,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),63537,,4/1/2005,800,USD,800,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),63537,,4/1/2006,800,USD,800,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),63537,,4/1/2007,800,USD,800,USD,3/21/2007,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,767993,800,3/23/2007,,,,,,,,
Paid(Override),63537,,4/1/2008,800,USD,800,USD,3/21/2008,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2008/03/24,1108001,800,3/25/2008,,,,,,,,
Paid(Override),63537,,4/1/2009,800,USD,800,USD,3/20/2009,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1433736,800,3/24/2009,,,,,,,,
Paid(Override),63537,,4/1/2010,920,USD,920,USD,3/19/2010,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2010/03/22,1725767,920,3/23/2010,,,,,,,,
Paid(Override),63537,,4/1/2011,920,USD,920,USD,3/21/2011,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2012276,920,3/23/2011,,,,,,,,
Paid(Override),63537,,4/1/2012,920,USD,920,USD,3/20/2012,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/03/22,2296749,920,3/23/2012,,,,,,,,
Paid(Override),63537,,4/1/2013,920,USD,920,USD,3/20/2013,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 2567567 2013/03/22 920.00 920.00,2567567,920,3/22/2013,,,,,,,,
Paid(Override),63537,,4/1/2014,920,USD,920,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),63537,,4/1/2015,1058,USD,1058,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),63537,,4/1/2016,1058,USD,1058,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),63537,,5/1/2005,800,USD,800,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),63537,,5/1/2006,800,USD,800,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),63537,,5/1/2007,800,USD,800,USD,4/18/2007,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,791001,800,4/23/2007,,,,,,,,
Paid(Override),63537,,5/1/2008,800,USD,800,USD,4/21/2008,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PPV2 1132413 2008/04/24 800.00 800.00 PP 1132413 2008/04/23 800.00 800.00 P 2008/04/22,1148235,800,4/24/2008,,,,,,,,
Paid(Override),63537,,5/1/2009,800,USD,800,USD,4/20/2009,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2009/04/21,1458916,800,4/22/2009,,,,,,,,
Paid(Override),63537,,5/1/2010,920,USD,920,USD,4/20/2010,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2010/04/21,1751955,920,4/22/2010,,,,,,,,
Paid(Override),63537,,5/1/2011,920,USD,920,USD,4/20/2011,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2011/04/21 P 2011/04/21,2040715,920,4/22/2011,,,,,,,,
Paid(Override),63537,,5/1/2012,920,USD,920,USD,4/19/2012,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/04/20,2318448,920,4/23/2012,,,,,,,,
Paid(Override),63537,,5/1/2013,920,USD,920,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),63537,,5/1/2014,920,USD,920,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),63537,,5/1/2015,1058,USD,1058,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),63537,,5/1/2016,1058,USD,1058,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),63537,,6/1/2005,800,USD,800,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),63537,,6/1/2006,800,USD,800,USD,5/19/2006,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2006/05/22,522718,800,5/24/2006,,,,,,,,
Paid(Override),63537,,6/1/2007,800,USD,800,USD,5/16/2007,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2007/05/18,813963,800,5/21/2007,,,,,,,,
Paid(Override),63537,,6/1/2008,800,USD,800,USD,5/21/2008,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2008/05/22,1172885,800,5/23/2008,,,,,,,,
Paid(Override),63537,,6/1/2009,800,USD,800,USD,5/19/2009,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2009/05/20,1484710,800,5/21/2009,,,,,,,,
Paid(Override),63537,,6/1/2010,920,USD,920,USD,5/19/2010,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2010/05/20,1775373,920,5/21/2010,,,,,,,,
Paid(Override),63537,,6/1/2011,920,USD,920,USD,5/19/2011,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2063875,920,5/23/2011,,,,,,,,
Paid(Override),63537,,6/1/2012,920,USD,920,USD,5/16/2012,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/05/18,2340355,920,5/21/2012,,,,,,,,
Paid(Override),63537,,6/1/2013,920,USD,920,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),63537,,6/1/2014,920,USD,920,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),63537,,6/1/2015,1058,USD,1058,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),63537,,7/1/2005,800,USD,800,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),63537,,7/1/2006,800,USD,800,USD,6/19/2006,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2006/06/20 P 2006/06/20,544167,800,6/21/2006,,,,,,,,
Paid(Override),63537,,7/1/2007,800,USD,800,USD,6/21/2007,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,840229,800,6/25/2007,,,,,,,,
Paid(Override),63537,,7/1/2008,800,USD,800,USD,6/23/2008,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2008/06/24,1197757,800,6/25/2008,,,,,,,,
Paid(Override),63537,,7/1/2009,800,USD,800,USD,6/19/2009,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2009/06/22,1509975,800,6/23/2009,,,,,,,,
Paid(Override),63537,,7/1/2010,920,USD,920,USD,6/18/2010,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2010/06/21,1799125,920,6/22/2010,,,,,,,,
Paid(Override),63537,,7/1/2011,920,USD,920,USD,6/21/2011,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2011/06/22,2087179,920,6/23/2011,,,,,,,,
Paid(Override),63537,,7/1/2012,920,USD,920,USD,6/20/2012,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/06/21 P 2012/06/21,2363232,920,6/22/2012,,,,,,,,
Paid(Override),63537,,7/1/2013,920,USD,920,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),63537,,7/1/2014,920,USD,920,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),63537,,7/1/2015,1058,USD,1058,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),63537,,8/1/2005,800,USD,800,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),63537,,8/1/2006,800,USD,800,USD,7/14/2006,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2006/07/18,566724,800,7/19/2006,,,,,,,,
Paid(Override),63537,,8/1/2007,800,USD,800,USD,7/19/2007,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2007/07/20,909337,800,7/23/2007,,,,,,,,
Paid(Override),63537,,8/1/2008,800,USD,800,USD,7/22/2008,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2008/07/23,1222184,800,7/24/2008,,,,,,,,
Paid(Override),63537,,8/1/2009,800,USD,800,USD,7/22/2009,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2009/07/23,1535107,800,7/24/2009,,,,,,,,
Paid(Override),63537,,8/1/2010,920,USD,920,USD,7/21/2010,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2010/07/22,1822059,920,7/23/2010,,,,,,,,
Paid(Override),63537,,8/1/2011,920,USD,920,USD,7/20/2011,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2011/07/22,2109706,920,7/25/2011,,,,,,,,
Paid(Override),63537,,8/1/2012,920,USD,920,USD,7/19/2012,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2385559,920,7/24/2012,,,,,,,,
Paid(Override),63537,,8/1/2013,920,USD,920,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),63537,,8/1/2014,920,USD,920,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),63537,,8/1/2015,1058,USD,1058,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),63537,,9/1/2005,800,USD,800,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),63537,,9/1/2006,800,USD,800,USD,8/17/2006,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 0592379 2006/08/21 800.00 800.00,592379,800,8/21/2006,,,,,,,,
Paid(Override),63537,,9/1/2007,800,USD,800,USD,8/22/2007,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2007/08/23,934703,800,8/24/2007,,,,,,,,
Paid(Override),63537,,9/1/2008,800,USD,800,USD,8/22/2008,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2008/08/25,1249601,800,8/26/2008,,,,,,,,
Paid(Override),63537,,9/1/2009,800,USD,800,USD,8/20/2009,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2009/08/21,1559178,800,8/24/2009,,,,,,,,
Paid(Override),63537,,9/1/2010,920,USD,920,USD,8/20/2010,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1844998,920,8/23/2010,,,,,,,,
Paid(Override),63537,,9/1/2011,920,USD,920,USD,8/23/2011,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2132026,920,8/24/2011,,,,,,,,
Paid(Override),63537,,9/1/2012,920,USD,920,USD,8/16/2012,,,,^100^100,^4000063814-2000031919^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/08/21,2407875,920,8/22/2012,,,,,,,,
Paid(Override),63537,,9/1/2013,920,USD,920,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),63537,,9/1/2014,920,USD,920,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),63537,,9/1/2015,1058,USD,1058,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),639903,,1/1/2013,1863.75,USD,1863.75,USD,12/19/2012,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1501636291,957267.96,12/21/2012,,,,,,,,
Paid(Override),639903,,1/1/2014,1984.89,USD,1984.89,USD,12/18/2013,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2013/12/19,1501710423,1038916.1,12/20/2013,,,,,,,,
Paid(Override),639903,,1/1/2015,3485.1,USD,3485.1,USD,12/18/2014,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500036552,2763126.89,1/8/2015,,,,,,,,
Paid(Override),639903,,1/1/2016,3711.63,USD,3711.63,USD,12/17/2015,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2015/12/18 P 2015/12/18 PP 1501550454122215 2015/12/22 1502145.98 3711.63 P 2015/12/18,1501550454,1502145.98,12/22/2015,,,,,,,,
Paid(Override),639903,,10/1/2012,1750,USD,1750,USD,9/19/2012,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/09/20,1501147067,1021212.17,9/21/2012,,,,,,,,
Paid(Override),639903,,10/1/2013,1863.75,USD,1863.75,USD,9/19/2013,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1501278462,1154430.36,9/23/2013,,,,,,,,
Paid(Override),639903,,10/1/2014,3272.39,USD,3272.39,USD,9/18/2014,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1501152810,1488623.44,9/22/2014,^1984.89^1287.5,^9/18/2014^12/16/2014,^1501152810^1500036552,^1488623.44^2763126.89,^9/22/2014^1/8/2015,^^,^^RetroActive Increase date changed from 01/01/2015 to 09/18/2014,
Paid(Override),639903,,10/1/2015,3485.1,USD,3485.1,USD,9/17/2015,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2015/09/21 PP 1501108343092215 2015/09/22 1679174.96 3485.10 PP 1501108343092215 2015/09/22 1679174.96 3485.10 PP 1501108343092215 2015/09/22 1679174.96 3485.10 PP 1501108343092215 2015/09/22 1679174.96 3485.10 PP 1501108343092215 2015/09/22 1679174.96 3485.10 P 2015/09/21 P 2015/09/21 P 2015/09/21 P 2015/09/21 P 2015/09/21 P 2015/09/21 P 2015/09/21 P 2015/09/21 P 2015/09/21 P 2015/09/21 P 2015/09/21 P 2015/09/21,1501108343,1679174.96,9/22/2015,,,,,,,,
Paid(Override),639903,,11/1/2012,1863.75,USD,1863.75,USD,10/17/2012,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/10/18,1501286361,927123.13,10/19/2012,^1750^113.75,^10/17/2012^11/1/2012,^1501286361^1501404267,^927123.13^15304.7,^10/19/2012^11/8/2012,^^,^P 2012/10/18^CS 11/1/12 SBA Modernization RetroActive Increase date changed from 12/01/2012 to 11/01/2012,
Paid(Override),639903,,11/1/2013,1984.89,USD,1984.89,USD,10/23/2013,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2013/10/24,1501404494,1053185.6,10/25/2013,,,,,,,,
Paid(Override),639903,,11/1/2014,3485.1,USD,3485.10,USD,10/20/2014,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2014/10/20,1501396103,1312047.9,10/21/2014,^2113.91^1371.19,^10/20/2014^12/16/2014,^1501396103^1500036552,^1312047.9^2763126.89,^10/21/2014^1/8/2015,^^,^P 2014/10/20^RetroActive Increase date changed from 01/01/2015 to 09/18/2014,
Paid(Override),639903,,11/1/2015,3711.63,USD,3711.63,USD,10/21/2015,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 1501245541102315 2015/10/23 1472310.90 3711.63 PP 1501245541102315 2015/10/23 1472310.90 3711.63 PP 1501245541102315 2015/10/23 1472310.90 3711.63 PP 1501245541102315 2015/10/23 1472310.90 3711.63 PP 1501245541102315 2015/10/23 1472310.90 3711.63 PP 1501245541102315 2015/10/23 1472310.90 3711.63 PP 1501245541102315 2015/10/23 1472310.90 3711.63 PP 1501245541102315 2015/10/23 1472310.90 3711.63 PP 1501245541102315 2015/10/23 1472310.90 3711.63 PP 1501245541102315 2015/10/23 1472310.90 3711.63 PP 1501245541102315 2015/10/23 1472310.90 3711.63 PP 1501245541102315 2015/10/23 1472310.90 3711.63 PP 1501245541102315 2015/10/23 1472310.90 3711.63 PP 1501245541102315 2015/10/23 1472310.90 3711.63,1501245541,1472310.9,10/23/2015,,,,,,,,
Paid(Override),639903,,12/1/2012,1863.75,USD,1863.75,USD,11/15/2012,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1501480265,893886.13,11/20/2012,,,,,,,,
Paid(Override),639903,,12/1/2013,1984.89,USD,1984.89,USD,11/20/2013,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2013/11/21 P 2013/11/21,1501556388,1010839.64,11/22/2013,,,,,,,,
Paid(Override),639903,,12/1/2014,3485.1,USD,3485.10,USD,11/18/2014,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2014/11/19 P 2014/11/19,1500036552,2763126.89,1/8/2015,^2113.91^1371.19,^11/18/2014^12/16/2014,^1500036552^1500036552,^2763126.89^2763126.89,^1/8/2015^1/8/2015,^^,^P 2014/11/19 P 2014/11/19^RetroActive Increase date changed from 01/01/2015 to 09/18/2014,
Paid(Override),639903,,12/1/2015,3711.63,USD,3711.63,USD,11/17/2015,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2015/11/18 PP 1501381792111915 2015/11/19 1456054.99 3711.63 P 2015/11/18 PP 1501381792111915 2015/11/19 1456054.99 3711.63 P 2015/11/18 P 2015/11/18,1501381792,1456054.99,11/19/2015,,,,,,,,
Paid(Override),639903,,2/1/2013,1863.75,USD,1863.75,USD,1/22/2013,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2013/01/23 P 2013/01/23,1500094534,923986.39,1/25/2013,,,,,,,,
Paid(Override),639903,,2/1/2014,1984.89,USD,1984.89,USD,1/22/2014,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2014/01/23 P 2014/01/23,1500083010,989704.88,1/24/2014,,,,,,,,
Paid(Override),639903,,2/1/2015,3485.1,USD,3485.1,USD,1/21/2015,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2015/01/22,1500104370,1299325.23,1/23/2015,,,,,,,,
Paid(Override),639903,,2/1/2016,3711.63,USD,3711.63,USD,1/20/2016,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2016/01/21 P 2016/01/21 P 2016/01/21,1500064887,1447129.4,1/22/2016,,,,,,,,
Paid(Override),639903,,3/1/2013,1863.75,USD,1863.75,USD,2/19/2013,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2013/02/20,1500220500,1185364.64,2/22/2013,,,,,,,,
Paid(Override),639903,,3/1/2014,1984.89,USD,1984.89,USD,2/20/2014,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 1500260341022414 2014/02/24 1213321.10 1984.89 P 2014/02/21,1500260341,1213321.1,2/24/2014,,,,,,,,
Paid(Override),639903,,3/1/2015,3485.1,USD,3485.1,USD,2/19/2015,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2015/02/20,1500224667,1544608.22,2/23/2015,,,,,,,,
